objectid,parentid,title,creator,date,date-is-approximate?,description,physicaldescription,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement,display_template,object_location,identifier,image_small,image_thumb,image_alt_text,object_transcript
wiharchive098,,W.I. (Bill) Hann and Mrs. Packer's daughter,Christopher Crocker,1941-06-22,,"A photo of W.I. (Bill) Hann wearing civilian clothes with Adelaide Lilian (née Ditchburn) Packer's daughter in Cambridge, England",1 black and white photograph; 8 x 9 cm,Photograph,"Cambridge, England",52.205276,0.119167,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0007_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0007_th.jpg,,
wiharchive099,wiharchive098,"W.I. (Bill) Hann and Mrs. Packer's daughter, front",,1941-06-22,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0007.jpg,WIHWWII1941_20240831_0007,/objects/small/wihwwii1941_20240831_0007_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0007_th.jpg,,
wiharchive100,wiharchive098,"W.I. (Bill) Hann and Mrs. Packer's daughter, back",,1941-06-22,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0008.jpg,WIHWWII1941_20240831_0008,/objects/small/wihwwii1941_20240831_0008_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0008_th.jpg,,
wiharchive101,,W.I. (Bill) Hann and Mrs. Packer's daughter,Christopher Crocker,1941-06-22,,"A photo of W.I. (Bill) Hann wearing civilian clothes with Adelaide Lilian (née Ditchburn) Packer's daughter in Cambridge, England",1 black and white photograph; 9 x 9 cm,Photograph,"Cambridge, England",52.205276,0.119167,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0009_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0009_th.jpg,,
wiharchive102,wiharchive101,"W.I. (Bill) Hann and Mrs. Packer's daughter, front",,1941-06-22,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0009.jpg,WIHWWII1941_20240831_0009,/objects/small/wihwwii1941_20240831_0009_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0009_th.jpg,,
wiharchive103,wiharchive101,"W.I. (Bill) Hann and Mrs. Packer's daughter, back",,1941-06-22,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0010.jpg,WIHWWII1941_20240831_0010,/objects/small/wihwwii1941_20240831_0010_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0010_th.jpg,,
wiharchive104,,W.I. (Bill) Hann and Mrs. Packer at the beach,Christopher Crocker,1941-09-27,,"A photo of W.I. (Bill) Hann wearing civilian clothes with Adelaide Lilian (née Ditchburn) Packer sitting on the beach at Sheerness, Kent, England",1 black and white photograph; 6 x 6 cm,Photograph,"Sheerness, England",51.43946,0.76029,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0011_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0011_th.jpg,,
wiharchive105,wiharchive104,"W.I. (Bill) Hann and Mrs. Packer at the beach, front",,1941-09-27,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0011.jpg,WIHWWII1941_20240831_0011,/objects/small/wihwwii1941_20240831_0011_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0011_th.jpg,,
wiharchive106,wiharchive104,"W.I. (Bill) Hann and Mrs. Packer at the beach, back",,1941-09-27,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0012.jpg,WIHWWII1941_20240831_0012,/objects/small/wihwwii1941_20240831_0012_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0012_th.jpg,,
wiharchive107,,Mrs. Packer sitting in her garden,Christopher Crocker,1941-09-28,,"A photo of Adelaide Lilian (née Ditchburn) Packer seated in the garden of Adelaide Lilian (née Ditchburn) Packer's house [40 Ridham Avenue] in Kemsley, Kent, England",1 black and white photograph; 6 x 6 cm,Photograph,"Kemsley, England",51.363937,0.740970,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0013_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0013_th.jpg,,
wiharchive108,wiharchive107,"Mrs. Packer sitting in her garden, front",,1941-09-28,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0013.jpg,WIHWWII1941_20240831_0013,/objects/small/wihwwii1941_20240831_0013_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0013_th.jpg,,
wiharchive109,wiharchive107,"Mrs. Packer sitting in her garden, back",,1941-09-28,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0014.jpg,WIHWWII1941_20240831_0014,/objects/small/wihwwii1941_20240831_0014_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0014_th.jpg,,
wiharchive110,,W.I. (Bill) Hann sitting in Mrs. Packer's garden,Christopher Crocker,1941-09-28,,"A photo of W.I. (Bill) Hann wearing civilian clothes seated in the garden of Adelaide Lilian (née Ditchburn) Packer's house [40 Ridham Avenue] in Kemsley, Kent, England",1 black and white photograph; 6 x 6 cm,Photograph,"Kemsley, England",51.363937,0.740970,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0015_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0015_th.jpg,,
wiharchive111,wiharchive110,"W.I. (Bill) Hann sitting in Mrs. Packer's garden, front",,1941-09-28,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0015.jpg,WIHWWII1941_20240831_0015,/objects/small/wihwwii1941_20240831_0015_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0015_th.jpg,,
wiharchive112,wiharchive110,"W.I. (Bill) Hann sitting in Mrs. Packer's garden, back",,1941-09-28,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0016.jpg,WIHWWII1941_20240831_0016,/objects/small/wihwwii1941_20240831_0016_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0016_th.jpg,,
wiharchive113,,W.I. (Bill) Hann wearing a kilt,Christopher Crocker,1941-12-20,,A photo of W.I. (Bill) Hann wearing a kilt,1 sepia toned photograph; 9 x 8 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0017_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0017_th.jpg,,
wiharchive114,wiharchive113,"W.I. (Bill) Hann wearing a kilt, front",,1941-12-20,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0017.jpg,WIHWWII1941_20240831_0017,/objects/small/wihwwii1941_20240831_0017_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0017_th.jpg,,
wiharchive115,wiharchive113,"W.I. (Bill) Hann wearing a kilt, back",,1941-12-20,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0018.jpg,WIHWWII1941_20240831_0018,/objects/small/wihwwii1941_20240831_0018_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0018_th.jpg,,
wiharchive116,,Portrait photo of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1941-12-27,,A portrait photo of W.I. (Bill) and Mary Hann (née Mann),1 sepia toned photograph; 7.5 x 11.5 cm,Photograph,"Glasgow, Scotland",55.860916,-4.251433,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0019_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0019_th.jpg,,
wiharchive117,wiharchive116,"Portrait photo of W.I. (Bill) Hann and Mary Mann, front",,1941-12-27,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0019.jpg,WIHWWII1941_20240831_0019,/objects/small/wihwwii1941_20240831_0019_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0019_th.jpg,,
wiharchive118,wiharchive116,"Portrait photo of W.I. (Bill) Hann and Mary Mann, back",,1941-12-27,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0020.jpg,WIHWWII1941_20240831_0020,/objects/small/wihwwii1941_20240831_0020_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0020_th.jpg,,
wiharchive119,,W.I. (Bill) Hann and Mary Mann sitting beside the water,Christopher Crocker,1941,yes,A photo of W.I. (Bill) and Mary Hann (née Mann) sitting beside a stream or lake in Scotland,1 black and white photograph; 8.5 x 6 cm,Photograph,,,,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0021_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0021_th.jpg,,
wiharchive120,wiharchive119,"W.I. (Bill) Hann and Mary Mann sitting beside the water, front",,1941,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0021.jpg,WIHWWII1941_20240831_0021,/objects/small/wihwwii1941_20240831_0021_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0021_th.jpg,,
wiharchive121,wiharchive119,"W.I. (Bill) Hann and Mary Mann sitting beside the water, back",,1941,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0022.jpg,WIHWWII1941_20240831_0022,/objects/small/wihwwii1941_20240831_0022_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0022_th.jpg,,
wiharchive122,,W.I. (Bill) Hann,Christopher Crocker,1941,yes,"A photo of W.I. (Bill) Hann at Loch Lomond, Scotland",1 sepia toned photograph; 17.5 x 12.5 cm,Photograph,"Loch Lomond, Scotland",56.010178,-4.584645,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1941_20240831_0023_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0023_th.jpg,,
wiharchive123,wiharchive122,"W.I. (Bill) Hann, front",,1941,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0023.jpg,WIHWWII1941_20240831_0023,/objects/small/wihwwii1941_20240831_0023_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0023_th.jpg,,
wiharchive124,wiharchive122,"W.I. (Bill) Hann, back",,1941,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1941_20240831_0024.jpg,WIHWWII1941_20240831_0024,/objects/small/wihwwii1941_20240831_0024_sm.jpg,/objects/thumbs/wihwwii1941_20240831_0024_th.jpg,,
wiharchive125,,"Newspaper clipping from the Western Star, March 13, 1942",Christopher Crocker,1942-03-13,,"A newspaper clipping from ""The King's Men"" column in the March 13, 1942 issue of the Western Star",,Newspaper clipping,"Corner Brook, NL",48.950001,-57.950001,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1942_20240901_0013.png,WIHWWII1942_20240901_0013,/objects/small/wihwwii1942_20240901_0013_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0013_th.jpg,,
wiharchive126,,Guests at the wedding of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1942-10-08,,"A photo of George Black, Victor Hann, Jean Edmunds (née Mann), and W.I. (Bill) Hann taken at the wedding of W.I. (Bill) and Mary (née Mann) Hann at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph; 20 x 23.5 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0001_th.jpg,,
wiharchive127,wiharchive126,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0001.jpg,WIHWWII1942_20240901_0001,/objects/small/wihwwii1942_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0001_th.jpg,,
wiharchive128,wiharchive126,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0002.jpg,WIHWWII1942_20240901_0002,/objects/small/wihwwii1942_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0002_th.jpg,,
wiharchive129,,Guests at the wedding of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1942-10-08,,"A photo of Harold Hann, an unidentified woman, Elsie Hann, Ralph Emberly, Joe Byrne, and Bill Giles taken at the wedding of W.I. (Bill) and Mary (née Mann) Hann at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph; 20 x 23.5 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0003_th.jpg,,
wiharchive130,wiharchive129,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0003.jpg,WIHWWII1942_20240901_0003,/objects/small/wihwwii1942_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0003_th.jpg,,
wiharchive131,wiharchive129,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0004.jpg,WIHWWII1942_20240901_0004,/objects/small/wihwwii1942_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0004_th.jpg,,
wiharchive132,,Guests at the wedding of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1942-10-08,,"A photo of Donald Mann's girlfriend Netta, Madeline Sigurdson (née Gibson), Marion Mann (née Provan), and Ian Mann taken at the wedding of W.I. (Bill) and Mary (née Mann) Hann at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph; 20 x 23.5 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0005_th.jpg,,
wiharchive133,wiharchive132,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0005.jpg,WIHWWII1942_20240901_0005,/objects/small/wihwwii1942_20240901_0005_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0005_th.jpg,,
wiharchive134,wiharchive132,"Guests at the wedding of W.I. (Bill) Hann and Mary Mann, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0006.jpg,WIHWWII1942_20240901_0006,/objects/small/wihwwii1942_20240901_0006_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0006_th.jpg,,
wiharchive135,,The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1942-10-08,,"A photo of (front row) Marion Mann, W.I. (Bill) Hann, Mary Hann (née Mann), Victor Hann, (back row) Elsie ... (née Hann), John Mann, Marion Mann (née Provan), and Harold Hann taken at the wedding of W.I. (Bill) and Mary (née Mann) Hann at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph; 13.5 x 17.5 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0007_th.jpg,,
wiharchive136,wiharchive135,"The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0007.jpg,WIHWWII1942_20240901_0007,/objects/small/wihwwii1942_20240901_0007_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0007_th.jpg,,
wiharchive137,wiharchive135,"The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0008.jpg,WIHWWII1942_20240901_0008,/objects/small/wihwwii1942_20240901_0008_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0008_th.jpg,,
wiharchive138,,The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann,Christopher Crocker,1942-10-08,,"A photo of W.I. (Bill) and Mary (née Mann) Hann, with Victor Hann, Marion (née Mann), and John Mann in the background, taken at their wedding at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph laminated; 18 x 13.5 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0009_th.jpg,,
wiharchive139,wiharchive138,"The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0009.jpg,WIHWWII1942_20240901_0009,/objects/small/wihwwii1942_20240901_0009_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0009_th.jpg,,
wiharchive140,wiharchive138,"The wedding party at the wedding of W.I. (Bill) Hann and Mary Mann, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0010.jpg,WIHWWII1942_20240901_0010,/objects/small/wihwwii1942_20240901_0010_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0010_th.jpg,,
wiharchive141,,W.I. (Bill) Hann and Mary Mann at their wedding,Christopher Crocker,1942-10-08,,"A photo of W.I. (Bill) and Mary (née Mann) Hann entering a car taken at their wedding at the New Kilpatrick Parish Church in Glasgow, Scotland",1 black and white photograph laminated; 18 x 14 cm,Photograph,"Glasgow, Scotland",55.921127,-4.332452,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1942_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0011_th.jpg,,
wiharchive142,wiharchive141,"W.I. (Bill) Hann and Mary Mann at their wedding, front",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0011.jpg,WIHWWII1942_20240901_0011,/objects/small/wihwwii1942_20240901_0011_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0011_th.jpg,,
wiharchive143,wiharchive141,"W.I. (Bill) Hann and Mary Mann at their wedding, back",,1942-10-08,,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1942_20240901_0012.jpg,WIHWWII1942_20240901_0012,/objects/small/wihwwii1942_20240901_0012_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0012_th.jpg,,
wiharchive144,,"Newspaper clipping from The Glasgow Herald, October 9, 1942",Christopher Crocker,1942-10-09,,"A newspaper clipping of W.I. (Bill) Hann and Mary Mann's wedding announcement from the October 9, 1942 issue of The Glasgow Herald",,Newspaper clipping,"Glasgow, Scotland",55.921127,-4.332452,Google News,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1942_20240901_0015.png,WIHWWII1942_20240901_0015,/objects/small/wihwwii1942_20240901_0015_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0015_th.jpg,,
wiharchive145,,"Newspaper clipping from the Western Star, November 6, 1942",Christopher Crocker,1942-11-06,,"A newspaper clipping from ""The King's Men"" column in the November 6, 1942 issue of the Western Star",,Newspaper clipping,"Glasgow, Scotland",55.921127,-4.332452,Memorial University Digital Archives Initiative,Image;StillImage,image/png,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/WIHWWII1942_20240901_0014.png,WIHWWII1942_20240901_0014,/objects/small/wihwwii1942_20240901_0014_sm.jpg,/objects/thumbs/wihwwii1942_20240901_0014_th.jpg,,
wiharchive146,,W.I. (Bill) Hann in uniform,Christopher Crocker,1943-02,yes,"A photo of W.I. (Bill) Hann in uniform [taken in Bone, i.e., Annaba, Algeria]",1 black and white photograph; 12.5 x 9 cm,Photograph,"Annaba, Algeria",36.9,7.76667,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1943_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0001_th.jpg,,
wiharchive147,wiharchive146,"W.I. (Bill) Hann in uniform, front",,1943-02,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0001.jpg,WIHWWII1943_20240901_0001,/objects/small/wihwwii1943_20240901_0001_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0001_th.jpg,,
wiharchive148,wiharchive146,"W.I. (Bill) Hann in uniform, back",,1943-02,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0002.jpg,WIHWWII1943_20240901_0002,/objects/small/wihwwii1943_20240901_0002_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0002_th.jpg,,
wiharchive149,,Ralph Emberley in uniform,Christopher Crocker,1943-02,yes,"A photo of Ralph Emberley in uniform [taken in Bone, i.e., Annaba, Algeria]",1 black and white photograph; 12.5 x 9 cm,Photograph,"Annaba, Algeria",36.9,7.76667,Private family collection,record,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,multiple,,,/objects/small/wihwwii1943_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0003_th.jpg,,
wiharchive150,wiharchive149,"Ralph Emberley in uniform, front ",,1943-02,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0003.jpg,WIHWWII1943_20240901_0003,/objects/small/wihwwii1943_20240901_0003_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0003_th.jpg,,
wiharchive151,wiharchive149,"Ralph Emberley in uniform, back",,1943-02,yes,,,,,,,,Image;StillImage,image/jpeg,,,,image,/objects/WIHWWII1943_20240901_0004.jpg,WIHWWII1943_20240901_0004,/objects/small/wihwwii1943_20240901_0004_sm.jpg,/objects/thumbs/wihwwii1943_20240901_0004_th.jpg,,
